"","city","state","count","city.state","lon","lat"
"1044","Milwaukee","WI",9,"Milwaukee ,  WI",-87.9064736,43.0389025
"1045","Minneapolis","MN",4,"Minneapolis ,  MN",-93.2650108,44.977753
"1046","Mission","TX",2,"Mission ,  TX",-98.3252932,26.2159066
"1047","Mississippi County","AR",1,"Mississippi County ,  AR",-90.0746767,35.8279728
"1048","Missouri City","TX",1,"Missouri City ,  TX",-95.5377215,29.6185669
"1049","Mitchell","SD",1,"Mitchell ,  SD",-98.0297992,43.7094283
"1050","Mobile","AL",2,"Mobile ,  AL",-88.0398912,30.6953657
"1051","Modesto","CA",5,"Modesto ,  CA",-120.9968782,37.6390972
"1052","Moncks Corner","SC",1,"Moncks Corner ,  SC",-80.0131374,33.1960027
"1053","Monett","MO",1,"Monett ,  MO",-93.9277071,36.9289502
"1054","Monon","IN",1,"Monon ,  IN",-86.8789044,40.8678171
"1055","Monroe","GA",1,"Monroe ,  GA",-83.713229,33.7948364
"1056","Monroe","LA",1,"Monroe ,  LA",-92.1193012,32.5093109
"1057","Monroe","NC",1,"Monroe ,  NC",-80.5495112,34.9854275
"1058","Monroe","WI",1,"Monroe ,  WI",-89.6384532,42.6011194
"1059","Monroe County","IN",1,"Monroe County ,  IN",-86.4996546,39.1851445
"1060","Monroeville","AL",1,"Monroeville ,  AL",-87.3247077,31.5279399
"1061","Montcalm","WV",1,"Montcalm ,  WV",-81.2525993,37.3540054
"1062","Montclair","CA",1,"Montclair ,  CA",-117.6897776,34.0775104
"1063","Monteagle","TN",1,"Monteagle ,  TN",-85.8396979,35.2400807
"1064","Montezuma Creek","UT",1,"Montezuma Creek ,  UT",-109.3010902,37.259367
"1065","Montgomery","AL",2,"Montgomery ,  AL",-86.3077368,32.3792233
"1066","Montgomery County","VA",1,"Montgomery County ,  VA",-80.4103957,37.2070304
"1067","Montgomery Village","MD",1,"Montgomery Village ,  MD",-77.2036041,39.172728
"1068","Monticello","GA",1,"Monticello ,  GA",-83.6832289,33.3048479
"1069","Montpelier","OH",1,"Montpelier ,  OH",-84.6055076,41.5844951
"1070","Montpelier","VT",1,"Montpelier ,  VT",-72.5753869,44.2600593
"1071","Moorland","IA",1,"Moorland ,  IA",-94.2960772,42.4419167
"1072","Mora","MN",1,"Mora ,  MN",-93.2938352,45.8769031
"1073","Moraine","OH",1,"Moraine ,  OH",-84.2193849,39.7061702
"1074","Morehead","KY",1,"Morehead ,  KY",-83.4326841,38.1839705
"1075","Morenci","AZ",1,"Morenci ,  AZ",-109.3280282,33.0508859
"1076","Moreno Valley","CA",2,"Moreno Valley ,  CA",-117.2296717,33.9424658
"1077","Morganton","NC",1,"Morganton ,  NC",-81.6848188,35.7454071
"1078","Morgantown","WV",2,"Morgantown ,  WV",-79.9558968,39.629526
"1079","Morris","AL",1,"Morris ,  AL",-86.8086048,33.7481576
"1080","Morris","MN",1,"Morris ,  MN",-95.9188889,45.5919444
"1081","Morristown","TN",1,"Morristown ,  TN",-83.2948922,36.2139814
"1082","Moultrie","GA",1,"Moultrie ,  GA",-83.7888387,31.1799407
"1083","Mount Hope","WI",1,"Mount Hope ,  WI",-90.8590158,42.9672091
"1084","Mount Hope","WV",1,"Mount Hope ,  WV",-81.1642682,37.8953906
"1085","Mount Vernon","NY",1,"Mount Vernon ,  NY",-73.8370786,40.9125992
"1086","Mount Washington","PA",1,"Mount Washington ,  PA",-80.0115701,40.4276685
"1087","Mountain Home","ID",1,"Mountain Home ,  ID",-115.6911975,43.1329504
"1088","Mountain Pine","AR",1,"Mountain Pine ,  AR",-93.1732401,34.5720347
"1089","Mountain View","CO",1,"Mountain View ,  CO",-105.0555389,39.7744311
"1090","Mt. Airy","NC",1,"Mt. Airy ,  NC",-80.6072858,36.4993007
"1091","Mt. Auburn","OH",1,"Mt. Auburn ,  OH",-84.5091102,39.1214868
"1092","Mt. Pleasant","TN",1,"Mt. Pleasant ,  TN",-87.2069541,35.5342414
"1093","Muckleshoot Indian Reservation","WA",1,"Muckleshoot Indian Reservation ,  WA",-122.1153222,47.2517197
"1094","Muncie","IN",3,"Muncie ,  IN",-85.3863599,40.1933767
"1095","Muscle Shoals","AL",1,"Muscle Shoals ,  AL",-87.6675292,34.7448112
"1096","Muskogee","OK",1,"Muskogee ,  OK",-95.3696909,35.7478769
"1097","Myra","TX",1,"Myra ,  TX",-97.3144625,33.6239966
"1098","Myrtle Beach","SC",2,"Myrtle Beach ,  SC",-78.8866943,33.6890603
"1099","Nacogdoches","TX",1,"Nacogdoches ,  TX",-94.6554874,31.6035129
"1100","Nampa","ID",1,"Nampa ,  ID",-116.55978,43.5788175
"1101","Napa","CA",3,"Napa ,  CA",-122.2653887,38.5024689
"1102","Naples","FL",1,"Naples ,  FL",-81.7948103,26.1420358
"1103","Naples","ME",1,"Naples ,  ME",-70.6180214,43.986313
"1104","Nashua","IA",1,"Nashua ,  IA",-92.5386382,42.9522221
"1105","Nashville","TN",7,"Nashville ,  TN",-86.7816016,36.1626638
"1106","Navarre","FL",1,"Navarre ,  FL",-86.9123217,30.4109342
"1107","Needles","CA",1,"Needles ,  CA",-114.6141315,34.8480597
"1108","Neenah","WI",1,"Neenah ,  WI",-88.462609,44.1858193
"1109","Neosho","MO",1,"Neosho ,  MO",-94.367996,36.8689554
"1110","Neshoba County","MS",1,"Neshoba County ,  MS",-89.1705998,32.8057157
"1111","Nevada","MO",1,"Nevada ,  MO",-94.3546719,37.8392052
"1112","New Brunswick","NJ",1,"New Brunswick ,  NJ",-74.4518188,40.4862157
"1113","New Castle","CO",1,"New Castle ,  CO",-107.5364443,39.5727585
"1114","New Castle","DE",1,"New Castle ,  DE",-75.5668166,39.6620397
"1115","New Castle","IN",2,"New Castle ,  IN",-85.3702476,39.928935
"1116","New City","NY",1,"New City ,  NY",-73.989306,41.1475954
"1117","New Hope","MN",1,"New Hope ,  MN",-93.3866185,45.0380201
"1118","New Iberia","LA",1,"New Iberia ,  LA",-91.8187285,30.0035365
"1119","New Llano","LA",1,"New Llano ,  LA",-93.2715535,31.1149093
"1120","New London","WI",1,"New London ,  WI",-88.7398256,44.3927582
"1121","New Milford","CT",1,"New Milford ,  CT",-73.4085463,41.5770433
"1122","New Orleans","LA",6,"New Orleans ,  LA",-90.0715323,29.9510658
"1123","New Straitsville","OH",1,"New Straitsville ,  OH",-82.2376489,39.577847
"1124","New York","NY",13,"New York ,  NY",-74.0059728,40.7127753
"1125","Newark","CA",1,"Newark ,  CA",-122.0402399,37.5296593
"1126","Newark","NJ",6,"Newark ,  NJ",-74.1723667,40.735657
"1127","Newman","CA",1,"Newman ,  CA",-121.0207614,37.3138267
"1128","Newnan","GA",1,"Newnan ,  GA",-84.7996573,33.3806716
"1129","Newport","TN",1,"Newport ,  TN",-83.1876578,35.9670412
"1130","Newport Beach","CA",1,"Newport Beach ,  CA",-117.9298493,33.6188829
"1131","Newport News","VA",2,"Newport News ,  VA",-76.4730122,37.0870821
"1132","Newton","KS",2,"Newton ,  KS",-97.3450365,38.0466779
"1133","Newton","NH",1,"Newton ,  NH",-71.0345018,42.8695335
"1134","Newton Grove","NC",1,"Newton Grove ,  NC",-78.3541685,35.2451648
"1135","Nice","CA",1,"Nice ,  CA",-122.848327,39.1232253
"1136","Niceville","FL",1,"Niceville ,  FL",-86.482172,30.5168639
"1137","Nocona","TX",1,"Nocona ,  TX",-97.7258626,33.7867684
"1138","Norco","CA",1,"Norco ,  CA",-117.548661,33.9311257
"1139","Norfolk","VA",7,"Norfolk ,  VA",-76.2858726,36.8507689
"1140","Norman","OK",1,"Norman ,  OK",-97.4394777,35.2225668
"1141","Norman","VA",1,"Norman ,  VA",-97.4131235,35.2299409
"1142","North Bergen","NJ",1,"North Bergen ,  NJ",-74.012084,40.8042674
"1143","North Branch","MN",1,"North Branch ,  MN",-92.9931054,45.5102135
"1144","North Charleston","SC",4,"North Charleston ,  SC",-79.9748103,32.8546197
"1145","North English","IA",1,"North English ,  IA",-92.0762891,41.5138978
"1146","North Fort Collins","CO",1,"North Fort Collins ,  CO",-105.0857507,40.5764054
"1147","North Hills","CA",1,"North Hills ,  CA",-118.4849365,34.235822
"1148","North Hollywood","CA",1,"North Hollywood ,  CA",-118.3812562,34.187044
"1149","North Laredo","TX",1,"North Laredo ,  TX",-99.5075519,27.5035613
"1150","North Las Vegas","NV",3,"North Las Vegas ,  NV",-115.1175013,36.1988592
"1151","North Manchester","IN",1,"North Manchester ,  IN",-85.768597,41.0006005
"1152","North Port","FL",1,"North Port ,  FL",-82.2359254,27.044224
"1153","North Riverside","IL",1,"North Riverside ,  IL",-87.8231138,41.8428094
"1154","North Royalton","OH",1,"North Royalton ,  OH",-81.7245739,41.3136644
"1155","North St. Louis","MO",1,"North St. Louis ,  MO",-90.1951648,38.6488896
"1156","Northglenn","CO",1,"Northglenn ,  CO",-104.9811468,39.8961821
"1157","Northwood","OH",1,"Northwood ,  OH",-83.4688204,41.607272
"1158","Norwalk","CA",1,"Norwalk ,  CA",-118.081733,33.9022367
"1159","Norwich","CT",1,"Norwich ,  CT",-72.0759105,41.5242649
"1160","Norwood","OK",1,"Norwood ,  OK",-95.1413479,35.9325964
"1161","Oak Cliff","TX",2,"Oak Cliff ,  TX",-96.8645856,32.7362591
"1162","Oak Harbor","WA",1,"Oak Harbor ,  WA",-122.6484205,48.2882947
"1163","Oak Hill","OH",1,"Oak Hill ,  OH",-82.573495,38.8939645
"1164","Oak Park","MI",1,"Oak Park ,  MI",-83.1827051,42.4594803
"1165","Oak Ridge","TN",1,"Oak Ridge ,  TN",-84.2696449,36.0103561
"1166","Oakland","CA",9,"Oakland ,  CA",-122.2711137,37.8043637
"1167","Oakland Park","FL",1,"Oakland Park ,  FL",-80.1319893,26.1723065
"1168","Ocala","FL",2,"Ocala ,  FL",-82.1400923,29.1871986
"1169","Oceanside","CA",1,"Oceanside ,  CA",-117.3794834,33.1958696
"1170","Odanah","WI",1,"Odanah ,  WI",-90.696851,46.6082759
"1171","Odessa","MO",1,"Odessa ,  MO",-93.9535558,38.9991748
"1172","Odessa","TX",3,"Odessa ,  TX",-102.3676431,31.8456816
"1173","Ogden","UT",3,"Ogden ,  UT",-111.9738304,41.223
"1174","Ohatchee","AL",1,"Ohatchee ,  AL",-86.0024703,33.7834324
"1175","Oil Springs","KY",1,"Oil Springs ,  KY",-82.9423879,37.8100924
"1176","Okarche","OK",1,"Okarche ,  OK",-97.9764411,35.7258795
"1177","Oklahoma City","OK",18,"Oklahoma City ,  OK",-97.5164276,35.4675602
"1178","Okmulgee","OK",1,"Okmulgee ,  OK",-95.9515399,35.6266957
"1179","Okmulgee County","OK",1,"Okmulgee County ,  OK",-95.9832577,35.6795873
"1180","Olathe","KS",2,"Olathe ,  KS",-94.8191285,38.8813958
"1181","Old Bridge","NJ",1,"Old Bridge ,  NJ",-74.307282,40.4128551
"1182","Old Forge","PA",1,"Old Forge ,  PA",-75.7349143,41.3711906
"1183","Old Saybrook","CT",1,"Old Saybrook ,  CT",-72.3845301,41.2960159
"1184","Old Town","FL",1,"Old Town ,  FL",-82.9819282,29.601657
"1185","Olivehurst","CA",1,"Olivehurst ,  CA",-121.5521858,39.0954484
"1186","Olustee","FL",1,"Olustee ,  FL",-82.42873,30.2041226
"1187","Olympic Valley","CA",1,"Olympic Valley ,  CA",-120.2357055,39.1969804
"1188","Omaha","NE",7,"Omaha ,  NE",-95.9345034,41.2565369
"1189","Onalaska","TX",1,"Onalaska ,  TX",-95.1163261,30.805746
"1190","Ontario","CA",3,"Ontario ,  CA",-117.6508876,34.0633443
"1191","Opa-Locka","FL",1,"Opa-Locka ,  FL",-80.2503271,25.9023168
"1192","Opelika","AL",1,"Opelika ,  AL",-85.3782795,32.6454116
"1193","Opp","AL",1,"Opp ,  AL",-86.2555067,31.2826685
"1194","Orange","CA",2,"Orange ,  CA",-117.8531007,33.7879139
"1195","Orange","NJ",1,"Orange ,  NJ",-74.2326478,40.7706187
"1196","Orange City","FL",1,"Orange City ,  FL",-81.2986741,28.9488761
"1197","Orange County","FL",1,"Orange County ,  FL",-81.2518833,28.4844995
"1198","Orange Park","FL",1,"Orange Park ,  FL",-81.706484,30.1660736
"1199","Orcutt","CA",1,"Orcutt ,  CA",-120.4359966,34.8652574
"1200","Oregon City","OR",1,"Oregon City ,  OR",-122.6048473,45.3363593
"1201","Orem","OR",1,"Orem ,  OR",-111.6946475,40.2968979
"1202","Orlando","FL",13,"Orlando ,  FL",-81.3792365,28.5383355
"1203","Orosi","CA",1,"Orosi ,  CA",-119.2873384,36.5449499
"1204","Orrington","ME",1,"Orrington ,  ME",-68.7904626,44.7202096
"1205","Oshkosh","WI",1,"Oshkosh ,  WI",-88.5426136,44.0247062
"1206","Osteen","FL",1,"Osteen ,  FL",-81.1625612,28.8461019
"1207","Overland Park","KS",1,"Overland Park ,  KS",-94.6707917,38.9822282
"1208","Overlea","MD",1,"Overlea ,  MD",-76.5205199,39.3634405
"1209","Owasso","OK",1,"Owasso ,  OK",-95.8547119,36.2695388
"1210","Owen County","IN",1,"Owen County ,  IN",-86.8220341,39.3603429
"1211","Owensboro","KY",2,"Owensboro ,  KY",-87.1111676,37.7719074
"1212","Owings Mills","MD",1,"Owings Mills ,  MD",-76.7802528,39.4195499
"1213","Oxford","MA",1,"Oxford ,  MA",-71.8647577,42.1167606
"1214","Oxnard","CA",1,"Oxnard ,  CA",-119.1770516,34.1975048
"1215","Oxon Hill","MD",1,"Oxon Hill ,  MD",-76.9897278,38.8033178
"1216","Ozark","AR",1,"Ozark ,  AR",-93.8276965,35.4870295
"1217","Ozark","MO",1,"Ozark ,  MO",-93.2060163,37.0208865
"1218","Pacific Beach","CA",1,"Pacific Beach ,  CA",-117.2355851,32.8024577
"1219","Paddock Lake","WI",1,"Paddock Lake ,  WI",-88.1050853,42.5775187
"1220","Pahrump","NV",1,"Pahrump ,  NV",-115.9839147,36.2082943
"1221","Palatka","FL",2,"Palatka ,  FL",-81.6375819,29.6485801
"1222","Palestine","TX",1,"Palestine ,  TX",-95.6307891,31.7621153
"1223","Palm Bay","FL",3,"Palm Bay ,  FL",-80.5886646,28.0344621
"1224","Palm Beach Gardens","FL",1,"Palm Beach Gardens ,  FL",-80.1386547,26.8233946
"1225","Palm Springs","CA",1,"Palm Springs ,  CA",-116.5452921,33.8302961
"1226","Palmdale","CA",3,"Palmdale ,  CA",-118.1164613,34.5794343
"1227","Palmetto","FL",1,"Palmetto ,  FL",-82.5723193,27.5214269
"1228","Palo Alto","CA",1,"Palo Alto ,  CA",-122.1430195,37.4418834
"1229","Panama City","FL",1,"Panama City ,  FL",-85.6602058,30.1588129
"1230","Panhandle","TX",1,"Panhandle ,  TX",-101.3804447,35.3456038
"1231","Panora","IA",1,"Panora ,  IA",-94.3630215,41.6916535
"1232","Panorama City","CA",1,"Panorama City ,  CA",-118.442425,34.227617
"1233","Pardeeville","WI",1,"Pardeeville ,  WI",-89.3001174,43.5377608
"1234","Paris","KY",1,"Paris ,  KY",-84.2529869,38.2097987
"1235","Paris","TX",2,"Paris ,  TX",-95.555513,33.6609389
"1236","Park County","CO",1,"Park County ,  CO",-105.5943388,39.0897928
"1237","Parker","AZ",1,"Parker ,  AZ",-114.2891177,34.1500162
"1238","Parkton","NC",1,"Parkton ,  NC",-79.0116971,34.9026635
"1239","Parkville","MD",1,"Parkville ,  MD",-76.5396875,39.3773292
"1240","Parma","OH",1,"Parma ,  OH",-81.7229086,41.4047742
"1241","Parowan","UT",1,"Parowan ,  UT",-112.8279996,37.8421975
"1242","Pasadena","CA",1,"Pasadena ,  CA",-118.1445155,34.1477849
"1243","Pasadena","TX",1,"Pasadena ,  TX",-95.2091006,29.6910625
"1244","Pasco","WA",1,"Pasco ,  WA",-119.0922316,46.2305049
"1245","Paterson","NJ",2,"Paterson ,  NJ",-74.171811,40.9167654
"1246","Paulding County","GA",1,"Paulding County ,  GA",-84.8984775,33.9142037
"1247","Pavilion Township","MI",1,"Pavilion Township ,  MI",-85.4581859,42.2057097
"1248","Pawtucket","RI",1,"Pawtucket ,  RI",-71.3825558,41.878711
"1249","Peachland","NC",1,"Peachland ,  NC",-80.2645069,34.993766
"1250","Peachtree City","GA",1,"Peachtree City ,  GA",-84.5963432,33.3968557
"1251","Pearisburg","VA",1,"Pearisburg ,  VA",-80.7350711,37.3265112
"1252","Pearland","TX",1,"Pearland ,  TX",-95.2860474,29.5635666
"1253","Pell City","AL",1,"Pell City ,  AL",-86.2860888,33.5862149
"1254","Pelzer","SC",1,"Pelzer ,  SC",-82.4559598,34.6423372
"1255","Pembine","WI",1,"Pembine ,  WI",-87.9909531,45.6352391
"1256","Penasco","NM",1,"Penasco ,  NM",-105.6874664,36.1704802
"1257","Pendleton","SC",1,"Pendleton ,  SC",-82.7837514,34.6517733
"1258","Penn Township","PA",1,"Penn Township ,  PA",-79.6614376,40.3840734
"1259","Peoria","AZ",1,"Peoria ,  AZ",-112.2373779,33.5805955
"1260","Peoria","IL",2,"Peoria ,  IL",-89.5889864,40.6936488
"1261","Perry Township","OH",1,"Perry Township ,  OH",-81.460856,40.7736624
"1262","Perryopolis","PA",1,"Perryopolis ,  PA",-79.750597,40.0870182
"1263","Perryville","AR",1,"Perryville ,  AR",-92.8026673,35.0048102
"1264","Peshtigo","WI",1,"Peshtigo ,  WI",-87.7492721,45.05443
"1265","Petal","MS",1,"Petal ,  MS",-89.2600605,31.3465627
"1266","Peterborough","NH",1,"Peterborough ,  NH",-71.9516746,42.8706048
"1267","Peterson","MN",1,"Peterson ,  MN",-91.8342716,43.7881326
"1268","Pharr","TX",1,"Pharr ,  TX",-98.1836216,26.1947962
"1269","Phelps","KY",1,"Phelps ,  KY",-82.1531954,37.5144292
"1270","Phenix City","AL",1,"Phenix City ,  AL",-85.0007653,32.4709761
"1271","Philadelphia","PA",12,"Philadelphia ,  PA",-75.1652215,39.9525839
"1272","Phoenix","AZ",38,"Phoenix ,  AZ",-112.0740373,33.4483771
"1273","Pico Rivera","CA",2,"Pico Rivera ,  CA",-118.096735,33.9830688
"1274","Picture Rocks","AZ",1,"Picture Rocks ,  AZ",-111.2462146,32.3459069
"1275","Piedmont","AL",2,"Piedmont ,  AL",-85.6113501,33.9245454
"1276","Piedmont","SC",2,"Piedmont ,  SC",-82.4645714,34.7023389
"1277","Pike County","OH",1,"Pike County ,  OH",-83.0361376,39.0713471
"1278","Pima County","AZ",1,"Pima County ,  AZ",-111.6660725,32.057499
"1279","Pine Bluff","AR",1,"Pine Bluff ,  AR",-92.0031955,34.2284312
"1280","Pine River","WI",1,"Pine River ,  WI",-89.0772092,44.1521559
"1281","Pine Top","KY",1,"Pine Top ,  KY",-82.8823826,37.2726002
"1282","Pinellas Park","FL",1,"Pinellas Park ,  FL",-82.6995443,27.8428025
"1283","Pinetop-Lakeside","AZ",1,"Pinetop-Lakeside ,  AZ",-109.9603843,34.1425438
"1284","Pineville","LA",1,"Pineville ,  LA",-92.4343035,31.3224044
"1285","Pink","OK",1,"Pink ,  OK",-97.1197478,35.2606255
"1286","Pinnacle","NC",1,"Pinnacle ,  NC",-80.4331116,36.3293051
"1287","Pittsburg","CA",2,"Pittsburg ,  CA",-121.8846806,38.0279762
"1288","Pittsburgh","PA",4,"Pittsburgh ,  PA",-79.9958864,40.4406248
"1289","Pittsfield","MA",1,"Pittsfield ,  MA",-73.2453824,42.4500845
"1290","Plano","TX",2,"Plano ,  TX",-96.6988856,33.0198431
"1291","Plant City","FL",1,"Plant City ,  FL",-82.1128641,28.0186323
"1292","Plantation","FL",1,"Plantation ,  FL",-80.2331036,26.1275862
"1293","Plaquemine","LA",1,"Plaquemine ,  LA",-91.2342744,30.2890833
"1294","Pleasant Hill","NC",1,"Pleasant Hill ,  NC",-77.5355335,36.5320954
"1295","Pleasant View","CO",1,"Pleasant View ,  CO",-108.7654801,37.5883253
"1296","Pleasanton","CA",2,"Pleasanton ,  CA",-121.8746789,37.6624312
"1297","Plymouth","MN",1,"Plymouth ,  MN",-93.4555093,45.0105194
"1298","Plymouth Township","PA",1,"Plymouth Township ,  PA",-75.3062326,40.1082672
"1299","Point Loma","CA",1,"Point Loma ,  CA",-117.2466838,32.70003
"1300","Polk County","OR",1,"Polk County ,  OR",-123.4919256,44.9266528
"1301","Pomona","CA",1,"Pomona ,  CA",-117.7499909,34.055103
"1302","Pompano Beach","FL",2,"Pompano Beach ,  FL",-80.1247667,26.2378597
"1303","Ponder","TX",1,"Ponder ,  TX",-97.2872402,33.1828974
"1304","Poplar Bluff","MO",1,"Poplar Bluff ,  MO",-90.392888,36.7569994
"1305","Port Arthur","TX",1,"Port Arthur ,  TX",-93.939947,29.8849504
"1306","Port Barre","LA",1,"Port Barre ,  LA",-91.9540054,30.5601953
"1307","Port Charlotte","FL",1,"Port Charlotte ,  FL",-82.0906448,26.9761707
"1308","Port Orange","FL",2,"Port Orange ,  FL",-80.9956105,29.1383165
"1309","Port St. Lucie","FL",2,"Port St. Lucie ,  FL",-80.3582261,27.2730492
"1310","Port Wentworth","GA",1,"Port Wentworth ,  GA",-81.163168,32.149092
"1311","Portage","MI",1,"Portage ,  MI",-85.5800022,42.2011538
"1312","Porterville","CA",1,"Porterville ,  CA",-119.0167679,36.06523
"1313","Portland","ME",1,"Portland ,  ME",-70.2568189,43.6590993
"1314","Portland","OR",8,"Portland ,  OR",-122.6587185,45.5122308
"1315","Portsmouth","VA",3,"Portsmouth ,  VA",-76.2982742,36.8354258
"1316","Potsdam","NY",1,"Potsdam ,  NY",-74.9813084,44.6697805
"1317","Pottawatomie County","OK",1,"Pottawatomie County ,  OK",-97.0068393,35.275439
"1318","Poultney","VT",1,"Poultney ,  VT",-73.2362261,43.5170325
"1319","Poway","CA",1,"Poway ,  CA",-117.0358646,32.9628232
"1320","Powder Springs","GA",1,"Powder Springs ,  GA",-84.683824,33.8595491
"1321","Powhatan County","VA",1,"Powhatan County ,  VA",-77.8824596,37.5643209
"1322","Prague","OK",1,"Prague ,  OK",-96.6850174,35.4867368
"1323","Prescott","AZ",2,"Prescott ,  AZ",-112.4685025,34.5400242
"1324","Presque Isle","ME",2,"Presque Isle ,  ME",-68.0158614,46.681153
"1325","Prichard","AL",1,"Prichard ,  AL",-88.0896618,30.7451545
"1326","Princeton","KY",1,"Princeton ,  KY",-87.8819594,37.1092162
"1327","Princeton","NJ",1,"Princeton ,  NJ",-74.6672226,40.3572976
"1328","Princeton","WV",2,"Princeton ,  WV",-81.1025918,37.3662293
"1329","Progreso","TX",1,"Progreso ,  TX",-97.9572242,26.0922991
"1330","Provo","UT",1,"Provo ,  UT",-111.6585337,40.2338438
"1331","Pueblo","CO",6,"Pueblo ,  CO",-104.6091409,38.2544472
"1332","Pueblo of Laguna","NM",1,"Pueblo of Laguna ,  NM",-107.3862229,35.0356535
"1333","Pulaski","VA",2,"Pulaski ,  VA",-80.7797935,37.0478982
"1334","Quartzsite","AZ",1,"Quartzsite ,  AZ",-114.2299486,33.6639137
"1335","Queens","NY",2,"Queens ,  NY",-73.7948516,40.7282239
"1336","Quincy","IL",1,"Quincy ,  IL",-91.4098726,39.9356016
"1337","Racine","WI",1,"Racine ,  WI",-87.7828523,42.7261309
"1338","Ragley","LA",1,"Ragley ,  LA",-93.2323813,30.512699
"1339","Rainbow City","AL",1,"Rainbow City ,  AL",-86.0419169,33.9548201
"1340","Raleigh","NC",2,"Raleigh ,  NC",-78.6381787,35.7795897
"1341","Raleigh","TN",1,"Raleigh ,  TN",-89.9089684,35.2120652
"1342","Rancho Cordova","CA",2,"Rancho Cordova ,  CA",-121.302728,38.5890723
"1343","Rancho Santa Margarita","CA",1,"Rancho Santa Margarita ,  CA",-117.602832,33.640171
"1344","Randallstown","MD",2,"Randallstown ,  MD",-76.7952525,39.3673278
"1345","Rantoul","IL",1,"Rantoul ,  IL",-88.1558785,40.3083672
"1346","Rapid City","SD",4,"Rapid City ,  SD",-103.2310149,44.0805434
"1347","Rapid Valley","SD",1,"Rapid Valley ,  SD",-103.1462899,44.0624879
"1348","Reading","MA",1,"Reading ,  MA",-71.0952891,42.5256563
"1349","Reading","PA",2,"Reading ,  PA",-75.9268747,40.3356483
"1350","Reagan","TN",1,"Reagan ,  TN",-88.3425424,35.52174
"1351","Red Bluff","CA",1,"Red Bluff ,  CA",-122.2358302,40.1784886
"1352","Red Valley","AZ",1,"Red Valley ,  AZ",-109.0603825,36.6039938
"1353","Redding","CA",4,"Redding ,  CA",-122.3916754,40.5865396
"1354","Redlands","CA",1,"Redlands ,  CA",-117.1825381,34.0555693
"1355","Redondo Beach","CA",1,"Redondo Beach ,  CA",-118.3884078,33.8491816
"1356","Redwood City","CA",1,"Redwood City ,  CA",-122.2363548,37.4852152
"1357","Reisterstown","MD",1,"Reisterstown ,  MD",-76.8294213,39.4695489
"1358","Reno","NV",7,"Reno ,  NV",-119.8138027,39.5296329
"1359","Reno","TX",1,"Reno ,  TX",-95.4624548,33.6631622
"1360","Rexburg","ID",1,"Rexburg ,  ID",-111.7924237,43.8231096
"1361","Reynoldsville","WV",1,"Reynoldsville ,  WV",-80.4348145,39.2884222
"1362","Rialto","CA",2,"Rialto ,  CA",-117.3703235,34.1064001
"1363","Rib Mountain","WI",1,"Rib Mountain ,  WI",-89.675363,44.9128789
"1364","Richland","WA",1,"Richland ,  WA",-119.2751996,46.28042
"1365","Richmond","CA",1,"Richmond ,  CA",-122.3477486,37.9357576
"1366","Richmond","VA",5,"Richmond ,  VA",-77.4360481,37.5407246
"1367","Richmond Heights","OH",1,"Richmond Heights ,  OH",-81.5101208,41.5528288
"1368","Ridgefield","WA",1,"Ridgefield ,  WA",-122.7028953,45.815695
"1369","Ripon","CA",1,"Ripon ,  CA",-121.1354141,37.7394537
"1370","Rising Sun","MD",1,"Rising Sun ,  MD",-76.0627266,39.6978871
"1371","River Forest","IL",1,"River Forest ,  IL",-87.8139483,41.8978091
"1372","Riverbank","CA",1,"Riverbank ,  CA",-120.9354895,37.7360396
"1373","Riverdale","GA",1,"Riverdale ,  GA",-84.4132594,33.5726113
"1374","Riverside","CA",2,"Riverside ,  CA",-117.3754942,33.9806005
"1375","Riverton","UT",1,"Riverton ,  UT",-111.9391023,40.521893
"1376","Riverview","FL",2,"Riverview ,  FL",-82.3264809,27.8661364
"1377","Roanoke","VA",2,"Roanoke ,  VA",-79.9414266,37.2709704
"1378","Robbins","IL",1,"Robbins ,  IL",-87.7036602,41.6439227
"1379","Rochester","NY",2,"Rochester ,  NY",-77.6088465,43.1565779
"1380","Rock Island","IL",1,"Rock Island ,  IL",-90.5787476,41.5094771
"1381","Rockford","IL",1,"Rockford ,  IL",-89.0939952,42.2711311
"1382","Rocklin","CA",1,"Rocklin ,  CA",-121.2357828,38.7907339
"1383","Rockville","GA",1,"Rockville ,  GA",-83.2187677,33.3276362
"1384","Roland","OK",1,"Roland ,  OK",-94.5146616,35.4212021
"1385","Romance","AR",1,"Romance ,  AR",-92.0519036,35.240713
"1386","Rome","OH",1,"Rome ,  OH",-83.3802744,38.6661196
"1387","Romulus","MI",1,"Romulus ,  MI",-83.3965994,42.2222614
"1388","Ronda","NC",1,"Ronda ,  NC",-80.9411858,36.2184669
"1389","Roosevelt","UT",1,"Roosevelt ,  UT",-109.9887605,40.299403
"1390","Rosalia","KS",1,"Rosalia ,  KS",-96.6197416,37.8152985
"1391","Rose Bud","AR",1,"Rose Bud ,  AR",-92.0812595,35.3314708
"1392","Rosebud","SD",1,"Rosebud ,  SD",-100.8534779,43.2327824
"1393","Rosenberg","TX",1,"Rosenberg ,  TX",-95.8085623,29.5571825
"1394","Roseville","MN",1,"Roseville ,  MN",-93.1566107,45.0060767
"1395","Roslindale","MA",1,"Roslindale ,  MA",-71.1270268,42.2832142
